make,transmission_type,seats_cop,seats_family,seats_large,fuel_cng,fuel_diesel,fuel_electric,fuel_lpg,fuel_patrol,seller_dealer,seller_self,year,km_driven,engine,max_power,model,selling_price
suzuki,0,0,1,0,0,0,1,0,0,0,0,2011,111621,1496,371,alto,280783.6521928445
honda,1,1,0,0,0,0,0,1,0,0,0,2018,106744,2287,97,wr-v,130039.6995177968
suzuki,0,0,0,1,0,0,0,0,1,0,0,2020,44861,1644,167,ciaz,187899.0986087094
hyundai,1,0,1,0,0,0,0,0,1,1,1,2018,111741,1199,70,venue,114805.90016887782
hyundai,0,0,1,0,0,0,0,0,1,0,1,2009,108953,4753,103,verna,134838.69817475748
hyundai,1,0,0,1,0,0,0,0,1,0,0,2015,33116,4910,277,venue,158862.974423557
maruti,1,0,0,0,0,0,0,0,1,0,1,2005,151511,4570,243,ignis,248192.8885810261
honda,1,0,0,1,0,0,0,0,1,0,1,2019,78724,2469,69,city,169466.93308887808
suzuki,0,0,0,1,0,1,0,0,0,1,1,2000,95704,3870,433,wagonr,317756.6554493967
honda,0,0,0,0,0,0,0,1,0,0,1,2002,194885,2007,403,civic,321168.0933789214
suzuki,0,0,1,0,0,0,0,0,1,0,1,2003,60760,3262,86,ciaz,175529.28619999246
ford,1,1,0,0,0,0,0,1,0,1,1,2013,7030,2137,153,aspire,184453.67936226187
maruti,0,0,1,0,0,0,0,0,1,0,0,2011,184632,4472,250,ciaz,231375.6867446648
suzuki,1,1,0,0,0,0,0,1,0,1,0,2016,7485,4344,409,swift,365538.4617993822
hyundai,0,1,0,0,0,0,0,0,1,1,1,2011,87340,1261,146,i10,256259.63544647972
hyundai,0,0,0,1,0,1,0,0,0,1,0,2014,37604,4345,243,creta,217635.27092801267
hyundai,1,0,1,0,0,0,0,1,0,1,0,2002,134036,4834,97,verna,187252.76205408765
maruti,0,0,0,1,0,0,1,0,0,0,1,2010,37154,3069,364,ignis,279065.6794695627
maruti,0,1,0,0,0,0,0,0,1,1,1,2007,117438,1959,218,baleno,296431.92196281505
honda,1,0,0,0,0,0,0,0,1,1,0,2008,151248,1071,460,amaze,356209.22706820467
toyota,0,0,0,1,0,0,0,1,0,0,1,2003,89860,1726,484,innova,337083.6847913471
maruti,1,0,0,1,0,1,0,0,0,1,1,2006,181123,2362,374,ciaz,239961.17061951943
maruti,1,1,0,0,0,0,0,0,1,1,0,2013,179027,2593,120,ciaz,142126.45900476468
suzuki,0,1,0,0,0,0,0,0,1,0,1,2015,129399,2540,185,wagonr,296293.3527439921
maruti,0,0,1,0,0,0,1,0,0,0,1,2000,146087,4813,420,baleno,376451.41855496983
hyundai,0,0,0,1,0,0,0,0,1,0,1,2015,136498,1561,52,venue,125005.2472317059
maruti,0,0,1,0,0,0,0,0,1,1,0,2017,15592,2518,492,baleno,329485.8147963135
hyundai,0,0,0,1,0,0,0,1,0,0,1,2007,181113,1798,212,venue,160335.61260147407
maruti,0,0,1,0,0,0,0,0,1,0,0,2014,55081,2646,208,s-cross,155235.08417995932
hyundai,0,0,0,0,0,0,1,0,0,0,1,2007,185164,4812,479,creta,283500.53686837887
toyota,0,0,1,0,0,0,0,0,1,1,0,2019,95743,4132,360,yaris,405502.34256723645
hyundai,0,0,0,1,0,0,0,0,1,1,1,2005,97697,2866,124,i20,241353.7644391628
toyota,1,0,0,1,0,0,0,0,1,0,0,2009,169715,4670,91,camry,159554.94232846898
honda,0,0,0,1,0,0,0,1,0,1,0,2012,131158,1076,117,civic,258850.84888088744
honda,0,0,0,0,0,0,0,0,1,0,0,2004,111683,4149,199,amaze,211380.2176796073
maruti,1,0,0,0,0,1,0,0,0,0,1,2002,24618,4918,447,s-cross,355254.1990019392
suzuki,0,0,0,1,0,1,0,0,0,0,1,2019,181267,1967,55,vitara brezza,131876.9279938957
maruti,1,0,1,0,0,0,0,1,0,0,1,2018,136025,4869,296,baleno,306275.845512402
honda,0,1,0,0,0,0,1,0,0,1,0,2020,108185,1326,443,amaze,374271.87891383626
honda,0,1,0,0,0,0,0,1,0,1,1,2001,162374,3147,144,amaze,229521.42086075502
hyundai,1,0,1,0,0,0,0,0,1,1,0,2012,198932,3048,349,i10,284143.59556982503
toyota,1,1,0,0,0,0,0,0,1,1,0,2011,35474,1173,247,innova,192549.8029950427
honda,1,0,1,0,0,0,0,1,0,1,0,2002,35332,1447,477,city,344508.77995186264
hyundai,1,0,0,1,0,0,0,1,0,1,1,2012,157797,4048,488,verna,422193.704172896
hyundai,1,0,0,1,0,0,0,0,1,1,1,2007,72251,3677,210,i20,195942.7912668705
suzuki,1,0,0,0,0,0,0,1,0,0,0,2007,38812,1612,452,swift,275170.0952562394
suzuki,1,0,0,1,0,0,0,0,0,0,1,2007,50796,4037,192,alto,249826.38367420813
suzuki,1,1,0,0,0,0,0,1,0,1,1,2019,51947,3374,238,vitara brezza,376680.35029378295
suzuki,0,0,0,1,0,0,0,1,0,1,0,2020,26233,1479,391,vitara brezza,347309.28859650367
honda,0,0,1,0,0,0,0,0,1,1,0,2004,27061,3142,343,wr-v,283096.0800793681
suzuki,1,1,0,0,0,0,0,0,1,1,1,2020,13158,3125,363,swift,354047.7618672908
suzuki,1,0,0,0,0,0,0,1,0,0,0,2000,109097,2815,90,ciaz,101019.56515899973
ford,0,0,0,0,1,0,0,0,0,1,1,2002,157908,3513,336,aspire,291318.6435864502
ford,1,0,0,1,1,0,0,0,0,1,0,2011,107461,3050,435,ecosport,413865.38790776505
hyundai,0,0,0,1,0,0,0,0,1,0,0,2006,180135,3725,175,i10,203000.07002842298
hyundai,1,1,0,0,0,0,0,0,1,0,0,2020,68362,1667,492,venue,374538.6963263167
toyota,1,0,0,1,0,0,0,1,0,1,0,2001,189503,2188,180,camry,284548.31511898787
hyundai,1,0,0,1,0,0,0,0,1,1,1,2011,193712,4674,249,verna,266146.1947755741
ford,0,0,0,1,0,0,0,1,0,1,1,2008,38935,2351,121,freestyle,225688.06248286073
maruti,0,0,0,1,0,0,0,0,0,1,1,2016,109125,4828,444,ignis,405254.1832345648
toyota,1,0,0,1,0,0,0,0,1,1,0,2009,131287,3761,484,fortuner,394019.0754346266
honda,0,0,1,0,0,1,0,0,0,1,1,2006,8893,3514,108,wr-v,138514.15138811938
honda,1,0,1,0,0,0,0,1,0,0,0,2021,99913,3666,123,wr-v,132218.74883537798
suzuki,0,1,0,0,0,0,0,0,1,0,0,2015,191538,2516,202,ciaz,293354.0177656236
toyota,1,0,0,0,0,0,0,1,0,0,0,2020,10203,2568,177,fortuner,154352.56140047926
suzuki,0,1,0,0,0,0,0,0,0,1,0,2008,95583,3414,496,swift,367705.3571140855
toyota,1,0,1,0,0,1,0,0,0,0,1,2004,192130,2748,325,yaris,260154.74090823138
toyota,0,0,0,0,0,0,0,1,0,0,1,2012,51391,2431,215,innova,299069.5999674528
honda,1,1,0,0,0,0,0,0,1,0,0,2005,175346,2431,137,wr-v,212181.26735542584
maruti,1,0,0,1,0,0,0,1,0,1,0,2018,5745,3573,158,s-cross,183733.536494842
suzuki,0,0,0,1,0,0,0,1,0,0,1,2008,58468,2735,172,ciaz,253346.70885785914
honda,0,0,0,1,0,0,0,0,1,0,1,2012,147509,4464,300,amaze,152634.3377796818
suzuki,0,0,0,1,0,0,0,0,1,1,0,2014,168206,4535,471,swift,379464.0528160763
suzuki,1,0,1,0,0,0,0,1,0,0,1,2005,80482,3772,258,alto,279465.1693223133
honda,1,0,0,1,0,0,0,0,1,1,0,2019,37155,3846,337,wr-v,373870.51027939457
suzuki,1,0,1,0,0,0,1,0,0,0,0,2008,108465,1421,247,ciaz,222003.14542339428
hyundai,1,1,0,0,0,0,0,0,1,0,1,2012,52387,4234,302,i20,410045.63964396727
ford,0,0,1,0,0,0,0,0,1,0,1,2015,11339,1642,462,figo,365660.48315225495
hyundai,0,0,0,1,0,0,0,0,1,0,1,2016,13112,1873,434,verna,202576.32067926772
honda,1,1,0,0,0,0,0,0,1,0,1,2004,138593,4193,272,amaze,301677.6029850259
hyundai,1,1,0,0,0,0,0,0,1,1,1,2001,159491,2952,147,venue,211274.0398045779
ford,0,1,0,0,0,0,0,1,0,1,1,2003,76034,3169,224,figo,316487.7088850313
suzuki,0,0,0,1,0,0,0,0,1,0,0,2017,169372,4491,482,wagonr,367825.53124361834
suzuki,1,0,1,0,0,0,1,0,0,1,0,2016,72253,1663,316,ciaz,337375.6185384235
honda,1,0,0,1,0,0,0,1,0,0,1,2021,75870,4835,208,city,131676.22328082795
honda,0,0,0,0,0,0,0,0,1,1,1,2020,13211,4123,233,amaze,209958.46051900624
suzuki,0,0,1,0,0,0,0,0,1,1,0,2021,65200,3923,414,wagonr,244785.1258638937
hyundai,0,0,1,0,0,1,0,0,0,1,1,2015,109193,2430,207,venue,199208.83125597506
toyota,1,0,1,0,0,0,0,0,1,0,1,2010,138999,1288,413,camry,347139.09674513194
hyundai,0,1,0,0,0,0,0,0,1,0,0,2006,29318,2289,302,verna,182154.23687390465
ford,0,0,0,0,0,0,1,0,0,1,0,2018,38600,1230,284,aspire,292274.86485602986
hyundai,0,0,1,0,1,0,0,0,0,1,1,2014,127852,3975,104,verna,213629.93737491017
ford,0,0,1,0,0,0,0,0,1,0,0,2017,124722,4642,370,ecosport,296346.5476112374
toyota,1,0,0,1,0,0,0,0,1,0,0,2020,128699,1787,374,yaris,251889.81431105296
ford,0,1,0,0,0,0,1,0,0,1,1,2009,165857,2743,397,figo,350348.05432567326
maruti,1,0,0,0,0,0,0,0,1,1,0,2015,54999,3438,334,ignis,316748.9708897438
toyota,1,0,0,0,0,0,0,0,1,1,0,2021,32033,2009,261,camry,290894.7016226697
ford,0,0,1,0,0,0,0,0,1,1,0,2016,115579,2156,354,ecosport,277017.48335004045
toyota,1,0,0,1,0,0,0,0,1,1,0,2013,100527,4087,353,yaris,212916.4850330879
maruti,0,0,0,1,0,0,0,0,1,0,0,2018,22957,1554,107,ertiga,248900.4644861173
maruti,0,1,0,0,1,0,0,0,0,0,0,2001,58103,3418,59,s-cross,66425.0917782439
ford,0,0,1,0,0,0,0,0,1,0,1,2020,92422,4523,478,ecosport,410591.425939208
ford,1,0,0,0,0,0,0,0,1,0,0,2009,27585,1796,227,ecosport,246377.00065251163
toyota,1,0,0,1,0,0,0,0,1,1,1,2000,160655,1881,194,camry,205331.31415160262
ford,0,0,0,1,0,0,0,0,1,1,1,2015,30248,2041,436,endeavour,272784.72094185173
honda,0,1,0,0,0,0,0,0,1,0,0,2012,78676,3503,227,civic,209691.45944556594
honda,0,0,0,1,0,0,0,1,0,1,0,2006,136537,4605,421,civic,246655.90589557192
maruti,1,0,0,1,0,0,0,1,0,0,1,2011,39037,2640,349,ciaz,305609.0043759265
ford,0,0,0,0,0,0,0,1,0,1,0,2017,151193,4280,404,aspire,407537.58754692436
honda,0,0,1,0,0,1,0,0,0,0,1,2014,17547,4271,161,wr-v,225996.7958515769
ford,1,0,0,1,0,0,0,0,1,1,0,2014,18070,4146,368,ecosport,355166.32315304707
hyundai,0,0,1,0,0,0,0,0,1,1,0,2000,155628,4416,383,verna,221078.63346292122
toyota,1,0,0,1,0,0,1,0,0,0,1,2021,29844,1620,273,yaris,205166.767026928
suzuki,1,0,0,0,0,0,0,1,0,1,0,2010,21170,1534,210,alto,270302.8645558261
toyota,0,0,0,1,0,0,0,1,0,1,0,2016,183407,2420,406,innova,309672.6725539139
suzuki,0,0,0,1,0,0,0,0,1,0,0,2013,91084,3362,494,vitara brezza,268707.85439306125
hyundai,1,0,0,1,0,0,0,1,0,1,1,2008,54807,3929,416,i20,338395.6265865689
honda,1,1,0,0,0,0,0,0,1,0,1,2007,155392,4309,405,amaze,256612.29723438883
hyundai,0,0,1,0,0,0,0,0,1,1,1,2001,168590,2161,166,verna,184805.17183097638
honda,1,0,0,1,0,0,0,0,1,0,0,2014,42333,3113,473,amaze,426538.41506325355
ford,0,0,0,1,0,0,0,1,0,1,0,2006,38162,4644,181,figo,261118.72504231706
ford,0,0,0,1,0,0,0,1,0,0,1,2018,75511,4741,350,figo,257803.9173024045
honda,1,0,0,1,0,0,0,0,1,1,0,2006,61873,4415,239,civic,186841.86572567944
honda,1,0,1,0,0,0,0,1,0,1,0,2015,17418,1574,291,city,319241.21465601854
suzuki,0,0,0,1,0,0,0,1,0,1,0,2016,132958,4517,456,vitara brezza,293496.77475720795
hyundai,1,0,1,0,0,0,0,0,1,0,1,2011,161057,1593,340,i10,375380.59947152244
toyota,0,0,0,1,0,0,0,0,1,1,1,2014,134282,3427,278,innova,262535.0505666301
ford,1,1,0,0,0,0,0,0,1,0,0,2001,48908,1815,229,freestyle,265694.3392947643
ford,1,0,1,0,0,0,0,0,1,0,0,2004,173612,3129,284,aspire,292699.5498621051
honda,1,0,0,1,0,0,0,0,1,0,0,2002,110821,2032,483,amaze,312532.41597286373
suzuki,1,0,0,1,0,0,0,1,0,0,0,2018,194451,2095,337,alto,304422.9876468685
honda,1,0,1,0,0,0,0,1,0,1,0,2005,164701,1141,458,civic,326864.3476104768
maruti,0,0,0,1,0,0,0,0,1,0,1,2019,117695,3465,459,baleno,269208.26742508105
toyota,1,0,0,1,0,0,0,0,1,1,1,2001,45086,1345,475,fortuner,392020.3613786482
toyota,1,1,0,0,0,0,0,1,0,0,0,2011,14458,4946,307,yaris,298838.9799262693
honda,0,0,1,0,0,0,0,0,1,1,0,2020,145071,3719,167,civic,207029.3490122734
toyota,1,0,0,1,0,0,0,0,1,1,1,2013,171822,4638,474,camry,395498.3860229772
toyota,0,0,1,0,0,0,0,1,0,1,1,2015,100345,1668,409,fortuner,360324.77589074627
honda,0,0,0,0,0,0,0,1,0,0,0,2017,90120,1049,456,city,331572.4297468692
toyota,1,0,0,1,0,0,0,1,0,1,1,2019,163785,3961,301,corolla,243715.35976141208
honda,1,0,0,1,0,0,1,0,0,1,1,2007,147367,1739,167,city,133310.6104068362
maruti,1,0,0,0,0,0,1,0,0,1,1,2002,102647,4028,490,baleno,350775.38095978677
suzuki,0,0,0,1,0,0,0,1,0,1,1,2014,70136,4550,179,vitara brezza,377740.5291329772
honda,1,0,0,0,0,0,0,1,0,1,0,2007,108168,2202,221,jazz,193931.67021483282
suzuki,1,0,0,1,0,0,0,1,0,0,1,2002,76304,1386,499,wagonr,409575.3103775646
honda,1,0,1,0,0,0,0,1,0,0,1,2018,81161,2554,295,wr-v,257648.38837975697
suzuki,1,0,0,1,0,0,1,0,0,1,1,2006,184631,4876,96,vitara brezza,182642.3031047922
maruti,0,0,0,1,0,0,1,0,0,1,0,2004,18176,2862,307,ciaz,272914.3723639294
toyota,1,0,0,1,0,0,0,0,1,1,1,2019,87499,2956,468,yaris,425756.8581166259
suzuki,1,0,0,0,0,0,0,0,1,1,0,2011,23122,4592,361,alto,412242.2941460548
ford,0,0,0,1,0,1,0,0,0,0,1,2000,124907,3418,117,figo,79932.6394959141
ford,1,0,0,0,0,0,0,0,1,1,0,2011,135594,4991,323,figo,341145.980114246
hyundai,1,0,0,1,0,0,0,0,0,0,0,2017,10010,3861,210,i20,311164.16211903177
ford,0,0,1,0,0,0,1,0,0,0,0,2016,46388,3385,339,figo,252411.62524247958
maruti,1,0,0,1,0,0,0,0,1,0,0,2008,68251,1164,52,ignis,140414.39488692887
suzuki,1,0,0,1,0,0,0,0,1,0,1,2001,164699,1327,296,ciaz,250492.5288766504
ford,0,0,0,1,0,0,0,1,0,1,1,2010,66904,1674,179,aspire,227058.08163642976
toyota,1,0,1,0,0,0,0,0,1,1,1,2016,106262,1563,448,yaris,374787.7797438564
honda,0,0,0,1,0,0,0,1,0,0,0,2003,74786,1499,123,jazz,180752.44212513202
toyota,1,0,0,1,0,0,0,0,1,0,0,2015,31689,3223,133,yaris,250008.8576806724
maruti,1,0,0,1,0,0,1,0,0,0,1,2016,53549,4589,69,s-cross,151530.12206646413
honda,0,0,0,1,0,0,1,0,0,0,0,2006,163463,3560,438,city,273862.3526685707
maruti,0,0,0,1,0,0,0,0,1,1,1,2011,157452,4241,332,ignis,366196.3447439176
maruti,0,0,1,0,0,0,0,1,0,1,1,2021,178852,2756,176,ertiga,169600.44936801266
toyota,1,1,0,0,0,0,1,0,0,0,1,2016,41051,3368,457,yaris,390579.39222825365
toyota,1,0,1,0,0,0,0,0,1,0,1,2019,119913,1265,179,fortuner,203518.04684882864
maruti,0,0,1,0,0,0,0,0,1,0,0,2018,133786,3393,226,s-cross,229274.33463451816
ford,0,0,0,1,0,0,0,0,1,1,0,2017,79989,2719,213,freestyle,237801.7987380059
toyota,1,1,0,0,0,0,1,0,0,1,0,2007,180500,2508,420,camry,254568.38221161405
suzuki,0,0,0,1,0,0,0,0,1,1,0,2007,173991,4633,210,vitara brezza,210886.49409440949
suzuki,0,0,1,0,0,0,0,0,1,1,0,2001,72092,4846,477,swift,411735.94047822466
maruti,0,0,0,1,0,0,1,0,0,0,1,2007,110044,2016,375,baleno,380459.22838955483
suzuki,1,0,0,1,0,0,0,0,1,0,0,2008,192581,2241,173,ciaz,283518.2153771745
honda,0,0,0,1,0,0,0,1,0,1,0,2007,62388,4267,226,amaze,246155.83925320284
hyundai,0,0,0,1,0,1,0,0,0,0,0,2012,171124,3801,85,verna,167308.52760208913
ford,0,0,0,1,0,0,0,1,0,1,0,2021,115637,3271,161,ecosport,128052.36562790864
toyota,0,0,0,1,0,1,0,0,0,0,0,2014,48928,3133,488,fortuner,408136.1062073004
suzuki,1,0,0,1,0,0,0,0,1,1,1,2019,136193,2689,316,wagonr,252774.38889247237
hyundai,0,1,0,0,0,0,0,0,1,0,0,2016,2348,1610,401,venue,331736.07404402405
suzuki,1,0,1,0,0,0,0,1,0,1,1,2006,43879,1201,224,wagonr,327441.900523514
honda,0,0,0,1,0,0,0,0,1,1,1,2000,111169,2223,450,amaze,347915.86113153375
suzuki,1,0,1,0,0,0,0,1,0,0,1,2003,20274,4222,442,alto,357849.8026682537
ford,0,0,1,0,0,0,0,0,0,1,1,2010,33000,3822,182,endeavour,270825.11544141546
toyota,1,0,0,1,0,0,0,0,1,0,1,2002,136986,3942,123,yaris,218914.65123236904
maruti,1,0,1,0,0,0,0,0,1,0,1,2019,158953,3741,114,baleno,246162.35821116687
suzuki,1,0,0,1,0,0,0,1,0,0,0,2017,161422,4300,358,swift,294054.13338075083
toyota,1,0,0,0,0,1,0,0,0,1,0,2003,51769,4223,184,fortuner,276306.26047029166
toyota,1,0,1,0,0,0,0,0,1,0,0,2004,69593,2290,456,innova,295680.4526360157
hyundai,1,0,0,1,0,0,0,1,0,0,1,2011,54839,4146,244,i10,255233.42652594528
honda,1,0,1,0,0,0,0,0,1,1,1,2018,196788,1134,201,city,243320.212992558
maruti,1,0,0,0,0,0,0,0,1,1,0,2004,192837,1176,343,baleno,278551.22480167303
honda,0,0,0,1,0,0,1,0,0,0,1,2008,8063,4977,254,city,270170.24671212415
suzuki,1,1,0,0,0,0,1,0,0,1,0,2007,164474,1941,82,swift,103532.76319297371
hyundai,0,0,1,0,0,0,0,0,1,1,1,2008,191643,2358,360,venue,288891.30242359947
honda,1,0,0,1,0,0,0,0,1,0,0,2015,150798,1401,51,jazz,103718.1593562924
toyota,0,0,0,0,0,0,1,0,0,1,0,2005,60495,3602,445,fortuner,230298.56200280634
maruti,0,1,0,0,0,1,0,0,0,1,1,2007,75573,1121,427,ertiga,322071.24165754043
suzuki,0,1,0,0,0,0,0,1,0,0,0,2005,63420,2781,417,swift,229226.4725887655
toyota,0,0,0,1,0,0,0,1,0,0,0,2021,168457,4744,395,innova,316600.70007573825
suzuki,1,0,0,1,0,0,0,0,1,0,1,2002,30792,2542,254,wagonr,206201.98091556373
maruti,1,0,0,1,0,0,0,1,0,1,0,2009,141074,4367,72,ignis,241307.28050436376
toyota,0,0,1,0,0,0,0,0,0,0,1,2017,41377,1204,446,fortuner,331773.48859682813
toyota,0,0,0,1,0,0,0,1,0,0,0,2015,192148,2983,217,corolla,246012.99881505207
ford,1,1,0,0,0,0,0,1,0,0,1,2011,56806,1762,188,figo,207283.5691973247
suzuki,0,1,0,0,0,0,0,0,1,1,0,2014,97489,4156,352,vitara brezza,317587.5273865617
toyota,1,0,0,1,0,0,0,0,1,1,1,2003,175308,1618,309,yaris,288066.9885422931
ford,1,0,0,0,0,0,0,1,0,0,1,2004,195086,4304,420,figo,277320.467452567
toyota,0,0,0,1,0,0,0,1,0,0,1,2017,15093,2648,293,fortuner,318563.2801403638
hyundai,1,0,1,0,0,0,0,1,0,1,1,2014,115446,2007,153,verna,176732.5834623534
suzuki,1,0,0,1,0,0,0,0,1,1,1,2002,170461,3260,182,ciaz,221393.17782638047
suzuki,1,0,0,1,0,0,0,0,1,1,0,2013,45168,3210,85,ciaz,158333.18555583383
ford,0,0,0,1,0,1,0,0,0,1,0,2005,84276,2447,171,aspire,221244.9741609216
toyota,0,0,1,0,0,0,0,1,0,0,0,2006,195846,4793,236,innova,210433.43987614196
suzuki,0,0,0,1,0,0,0,0,1,1,0,2014,71020,1974,85,ciaz,220213.2180957573
ford,0,0,0,1,0,1,0,0,0,0,0,2019,164390,3511,208,aspire,146890.15165318406
ford,1,0,0,1,0,1,0,0,0,1,0,2012,158100,4625,145,endeavour,171317.47769755955
suzuki,1,1,0,0,0,0,0,0,1,0,1,2010,91549,2429,205,wagonr,191059.4787549101
honda,0,0,0,1,0,0,0,1,0,1,1,2011,190026,2643,191,wr-v,244976.38267579814
suzuki,1,0,0,1,0,0,0,0,1,1,0,2011,190956,4679,405,swift,291338.38820082846
hyundai,0,0,1,0,0,0,0,0,1,0,0,2009,83196,2350,54,i10,180017.72393266726
ford,0,0,1,0,0,0,0,0,1,1,1,2004,161656,1945,300,ecosport,299498.62948421383
honda,1,1,0,0,0,1,0,0,0,0,0,2013,127495,2872,361,amaze,389943.42956814176
toyota,1,0,0,1,0,0,1,0,0,0,1,2002,37598,1393,65,camry,200348.63229279302
hyundai,0,0,1,0,0,0,0,1,0,1,1,2017,12691,4522,152,verna,244036.75323743938
maruti,1,0,0,1,0,0,0,0,1,0,1,2018,191505,2239,103,ignis,65931.89226634926
hyundai,1,0,0,1,0,0,0,0,1,0,1,2016,154191,1228,333,i20,283284.2757170496
hyundai,1,0,1,0,0,0,0,1,0,1,0,2007,183231,2849,456,creta,423731.42608416796
honda,1,1,0,0,0,0,0,0,1,0,0,2018,176534,3968,160,jazz,173564.49958754564
toyota,0,0,1,0,0,0,0,0,1,1,1,2006,42112,2367,336,corolla,236060.80412714925
ford,1,1,0,0,0,0,0,1,0,0,0,2017,73687,3502,436,aspire,418620.2746646863
honda,1,0,1,0,0,1,0,0,0,1,1,2007,159606,2186,161,jazz,271341.9733072918
toyota,1,0,0,1,0,0,0,0,1,0,0,2008,32537,4632,60,fortuner,143514.4309974077
honda,1,0,0,1,0,0,0,0,1,0,0,2008,88610,2818,226,civic,215890.62787341146
maruti,0,0,0,1,0,0,0,0,1,0,0,2009,69801,3597,163,ignis,230763.07333699774
toyota,1,0,0,1,0,0,0,0,1,1,1,2007,113059,1322,335,camry,250960.2021146447
ford,1,0,0,1,0,0,0,0,1,1,1,2013,197716,3637,471,ecosport,325701.5811026881
ford,0,0,0,0,0,0,0,0,1,1,1,2017,28149,3551,240,figo,254848.15564145113
suzuki,0,0,0,0,0,0,0,0,1,1,1,2015,184163,1676,118,swift,298933.9604590332
suzuki,1,0,1,0,0,0,1,0,0,0,0,2015,41878,1103,296,ciaz,309097.47820147895
suzuki,1,1,0,0,0,0,1,0,0,0,1,2003,141816,4433,149,swift,194230.9348842376
toyota,1,1,0,0,0,0,0,1,0,0,0,2011,131190,2401,204,camry,290395.1706101552
hyundai,1,1,0,0,0,0,0,1,0,0,0,2008,114189,3771,267,verna,253753.0531776855
hyundai,1,0,1,0,0,0,0,1,0,0,1,2017,26161,3864,308,verna,240783.5312117754
maruti,0,0,0,1,0,0,0,1,0,1,0,2008,39451,4582,328,ertiga,340874.9851174595
ford,1,0,0,1,0,0,1,0,0,0,1,2013,116477,3852,84,aspire,166036.440696489
ford,1,0,1,0,0,0,0,0,1,0,1,2017,53451,3764,315,figo,251265.56072731764
toyota,1,0,0,0,0,0,1,0,0,0,0,2015,153602,1272,422,fortuner,448003.973843667
ford,1,1,0,0,0,0,1,0,0,1,1,2001,7635,3095,368,figo,261485.48347655786
ford,0,0,0,0,0,0,0,1,0,1,1,2016,127450,1714,85,endeavour,75797.28915624757
maruti,0,0,1,0,0,0,0,1,0,1,1,2017,92270,2885,339,baleno,327917.03769095126
maruti,1,0,0,0,0,0,0,1,0,0,0,2002,28366,2841,421,baleno,325365.3942132625
maruti,1,0,0,0,0,0,1,0,0,0,0,2020,92671,1362,84,s-cross,24961.40176253562
honda,1,0,0,1,0,1,0,0,0,0,1,2019,180033,3401,399,civic,299785.08148201904
honda,0,0,0,0,0,0,0,0,1,0,1,2012,141128,3843,111,amaze,265482.2863316033
ford,1,0,0,1,0,0,0,0,1,1,0,2006,163150,2191,169,aspire,225041.62858375904
honda,0,0,0,1,0,0,0,0,1,1,0,2016,144814,1272,282,amaze,257993.3954450196
ford,0,0,1,0,0,0,1,0,0,1,1,2000,57847,4232,263,endeavour,260744.27812366505
honda,0,1,0,0,0,0,0,0,1,1,1,2013,147312,1090,361,amaze,245684.91115082588
hyundai,0,0,1,0,0,0,0,0,1,1,0,2000,81708,4913,253,i20,237301.6251508858
honda,1,1,0,0,0,0,0,1,0,1,1,2016,84854,1162,96,city,132473.37921444667
toyota,1,0,1,0,0,0,0,0,1,0,1,2005,102469,2766,244,camry,235483.25699326964
hyundai,1,1,0,0,0,0,0,0,1,0,1,2020,137968,4358,494,i20,460979.233811517
hyundai,0,0,0,1,0,0,1,0,0,1,1,2005,151269,2210,441,i20,401578.5789191735
maruti,1,0,1,0,0,0,1,0,0,0,1,2018,175101,3652,448,ignis,301277.8796233557
maruti,0,0,0,1,0,0,0,1,0,1,0,2015,82509,3266,238,ciaz,203866.40130764656
ford,0,0,0,1,0,0,0,1,0,1,1,2014,110288,3362,460,endeavour,405156.7207640777
honda,0,0,0,1,0,0,0,1,0,1,1,2003,47602,4793,318,wr-v,260426.41761427204
hyundai,1,1,0,0,0,0,0,0,1,1,0,2020,151790,4235,116,i10,153821.51914681704
toyota,1,0,0,0,0,0,0,1,0,0,0,2008,47076,2357,443,yaris,384923.829262116
ford,1,0,1,0,0,0,0,1,0,1,0,2011,34341,1489,458,endeavour,466307.5208307814
maruti,0,0,1,0,0,0,0,0,1,0,1,2013,156979,2673,398,ciaz,345392.7729580653
suzuki,0,0,1,0,0,0,0,0,1,0,1,2007,18027,4687,366,swift,330410.5685660278
hyundai,0,0,1,0,0,0,1,0,0,1,0,2015,52366,3038,107,venue,232119.81987242325
suzuki,0,0,0,1,1,0,0,0,0,0,1,2010,104223,4776,470,swift,377738.85179150006
honda,1,0,1,0,0,0,1,0,0,1,1,2013,115795,3386,474,wr-v,306964.6461173987
toyota,0,0,0,1,0,1,0,0,0,0,0,2003,63470,4438,328,camry,357690.0302967706
hyundai,1,0,0,0,0,0,0,0,1,1,0,2001,41813,4669,59,i10,138866.14956656992
toyota,0,0,0,1,0,0,0,0,1,0,0,2016,90723,4710,145,innova,154540.25042589733
suzuki,0,0,0,1,0,0,0,0,1,0,0,2012,52337,2033,247,wagonr,207082.350531668
toyota,0,0,0,0,0,0,0,0,1,0,0,2017,10854,3072,370,fortuner,187178.48506922956
hyundai,1,0,0,1,0,0,0,1,0,1,1,2020,34117,1071,377,creta,371605.9161490989
maruti,0,0,0,1,0,0,0,1,0,1,0,2015,94336,3566,80,ignis,202945.64461419304
suzuki,1,0,1,0,0,0,0,0,1,0,0,2010,139495,3144,63,wagonr,134857.98260069863
hyundai,0,0,0,0,0,0,0,1,0,0,0,2004,67325,3785,460,creta,231173.4200487396
